,Unnamed: 0,article_id,product_type_name,graphical_appearance_name,colour_group_name,section_name,detail_desc,start_date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,days,weeks,months,years
0,20,461327008,Sweater,Melange,Light Beige,Men Suits & Tailoring,Polo-neck jumper in fine-knit premium cotton with ribbing at the cuffs and hem.,2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054884742041711,0.0182949140139037,0.010611050128064,0.0051225759238929,0.0073179656055612,0.0065861690450051,0.0043907793633368,0.0025612879619463,0.000731796560556,0.0,0.000731796560556,0.0,0.0,0.001097694840834,0.0010976948408341,0.000731796560556,0.0,0.0,0.000731796560556,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.0,0.0,0.0,0.000731796560556,0.0007317965605561,0.0014635931211121,0.0018294914013901,0.00182949140139,0.0007317965605561,0.0014635931211121,0.001097694840834,0.0021953896816682,0.000731796560556,0.0021953896816681,0.0025612879619462,0.0032930845225024,0.001097694840834,0.0032930845225025,0.0032930845225025,0.0029271862422242,0.0036589828027806,0.0036589828027804,0.0036589828027804,0.002195389681668,0.0043907793633365,0.0014635931211121,0.0128064398097325,0.0047566776436145,0.0076838638858393,0.0168313208927912,0.0091474570069516,0.0084156604463954,0.0069520673252833,0.0018294914013901,0.0021953896816682,0.0058543724844489,0.006220270764727,0.0032930845225025,0.0062202707647271,0.0025612879619462,0.0018294914013901,0.000731796560556,0.000731796560556,0.000365898280278,0.000731796560556,0.0007317965605561,0.000365898280278,0.000365898280278,0.0,0.0,0.0010976948408341,0.0,0.0,0.0007317965605561,0.0,0.000731796560556,0.000365898280278,0.000365898280278,0.0,0.0,0.000731796560556,0.0,0.0,0.0,0.000365898280278,0.0,0.000731796560556,0.000365898280278,0.000365898280278,0.5,0.6,0.75,0.0
1,23,381038026,Hoodie,Melange,Light Orange,Divided Basics,Cropped top in soft sweatshirt fabric with a drawstring hood and long sleeves with ribbed cuffs. Soft brushed inside.,2018-09-20,0.0076838638858394,0.0054884742041708,0.000731796560556,0.0018294914013901,0.000365898280278,0.000365898280278,0.0,0.000731796560556,0.000731796560556,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.000731796560556,0.0018294914013901,0.0029271862422242,0.0047566776436149,0.0065861690450051,0.0054884742041708,0.0069520673252833,0.0043907793633365,0.0069520673252831,0.0036589828027803,0.0040248810830586,0.0047566776436147,0.0047566776436147,0.0036589828027804,0.0091474570069518,0.0032930845225023,0.0073179656055611,0.0069520673252833,0.0040248810830584,0.0113428466886202,0.0168313208927914,0.0073179656055612,0.0058543724844491,0.006220270764727,0.0029271862422244,0.0014635931211122,0.000731796560556,0.0021953896816682,0.0029271862422244,0.000731796560556,0.0010976948408341,0.0007317965605561,0.000731796560556,0.000365898280278,0.0,0.000731796560556,0.000365898280278,0.000731796560556,0.0047566776436146,0.0036589828027805,0.0014635931211121,0.000365898280278,0.0018294914013901,0.0014635931211121,0.0010976948408341,0.000365898280278,0.0025612879619463,0.0043907793633367,0.0014635931211122,0.000365898280278,0.0,0.000731796560556,0.0,0.000731796560556,0.000731796560556,0.0007317965605561,0.0010976948408341,0.0,0.0,0.000731796560556,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.75,0.0
2,29,477163001,Hoodie,Solid,Black,Mens Outerwear,"Windbreaker in woven fabric with a mesh-lined, drawstring hood, zip down the front, jetted side pockets and an inner pocket. Sturdy ribbing at the cuffs and hem. Mesh lining.",2018-09-20,0.0040248810830586,0.0040248810830584,0.0021953896816682,0.0043907793633366,0.0025612879619463,0.0014635931211121,0.0,0.000365898280278,0.0,0.000365898280278,0.0,0.0,0.001463593121112,0.0040248810830584,0.0032930845225024,0.0014635931211121,0.0018294914013901,0.001463593121112,0.0018294914013901,0.000365898280278,0.0018294914013901,0.0014635931211121,0.0029271862422242,0.0010976948408341,0.000365898280278,0.000731796560556,0.0029271862422242,0.0010976948408342,0.001463593121112,0.000731796560556,0.0029271862422245,0.0018294914013902,0.0021953896816682,0.0029271862422242,0.0036589828027805,0.0014635931211121,0.0032930845225024,0.0018294914013901,0.001097694840834,0.0,0.0007317965605561,0.000365898280278,0.000365898280278,0.000365898280278,0.0,0.0010976948408342,0.0,0.0,0.0010976948408341,0.0,0.0,0.0010976948408341,0.0007317965605561,0.0,0.000365898280278,0.0,0.000365898280278,0.0,0.0,0.000365898280278,0.000365898280278,0.0,0.0,0.0,0.0010976948408341,0.0,0.000365898280278,0.000365898280278,0.0,0.0007317965605561,0.0,0.000365898280278,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.75,0.0
3,32,339252001,Straw hat,Solid,Off White,Men Accessories,Hat in braided paper straw with a grosgrain band. Width of brim 5.5 cm.,2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000731796560556,0.001463593121112,0.0010976948408341,0.000731796560556,0.000365898280278,0.0,0.0,0.0018294914013901,0.0029271862422245,0.0021953896816681,0.0021953896816682,0.0032930845225024,0.0018294914013901,0.001097694840834,0.00182949140139,0.00182949140139,0.0036589828027806,0.001463593121112,0.0014635931211122,0.0032930845225023,0.0021953896816682,0.0018294914013901,0.0,0.0,0.001097694840834,0.0,0.000365898280278,0.0,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014635931211122,0.000365898280278,0.0018294914013901,0.0018294914013901,0.000731796560556,0.0021953896816682,0.0021953896816682,0.000365898280278,0.000731796560556,0.000365898280278,0.0029271862422242,0.0040248810830587,0.0018294914013901,0.0021953896816682,0.0018294914013901,0.0021953896816682,0.000365898280278,0.000365898280278,0.0025612879619462,0.0029271862422243,0.001463593121112,0.0073179656055613,0.0051225759238926,0.0036589828027804,0.0029271862422243,0.006220270764727,0.0029271862422244,0.0036589828027805,0.0025612879619463,0.000365898280278,0.0007317965605561,0.0,0.0,0.0,0.0,0.5,0.6,0.75,0.0
4,42,253448003,Bra,Solid,Light Beige,Womens Lingerie,"Push-up bra in microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back.",2018-09-20,0.0212221002561285,0.0292718624222463,0.0175631174533476,0.019392608854738,0.0223197950969626,0.0146359312111229,0.0179290157336258,0.0142700329308449,0.0128064398097324,0.0289059641419682,0.0109769484083422,0.0157336260519572,0.0095133552872298,0.0062202707647269,0.0117087449688981,0.0193926088547381,0.0135382363702885,0.015001829491401,0.0139041346505666,0.0193926088547379,0.0135382363702886,0.015367727771679,0.0197585071350162,0.01902671057446,0.0102451518477861,0.0124405415294544,0.0153677277716792,0.0219538968166846,0.0267105744602996,0.0175631174533476,0.0219538968166845,0.0259787778997435,0.024515184778631,0.0409806073911448,0.0574460300036585,0.0556165386022683,0.04573728503476,0.0311013538236367,0.0398829125503107,0.0336626417855833,0.0318331503841926,0.0270764727405777,0.0300036589828025,0.0340285400658613,0.0336626417855833,0.0354921331869737,0.0457372850347599,0.0351262349066955,0.0358580314672518,0.0314672521039147,0.0212221002561285,0.0160995243322352,0.0175631174533478,0.0270764727405777,0.0153677277716792,0.0080497621661176,0.0124405415294545,0.0113428466886202,0.0091474570069517,0.0128064398097324,0.0080497621661175,0.0095133552872298,0.014270032930845,0.005854372484449,0.0080497621661174,0.0091474570069517,0.0102451518477859,0.0091474570069518,0.0080497621661175,0.0084156604463954,0.0095133552872298,0.0117087449688983,0.0117087449688982,0.0109769484083421,0.0117087449688983,0.0212221002561284,0.0289059641419681,0.0256128796194653,0.0157336260519572,0.0223197950969626,0.0212221002561283,0.0431759970728135,0.0204903036955723,0.0296377607025244,0.0296377607025242,0.0278082693011338,0.0717160629345038,0.1013538236370285,0.0340285400658613,0.0461031833150382,0.0523234540797654,0.0468349798755943,0.0709842663739476,0.0475667764361504,0.0450054884742038,0.0358580314672517,0.0567142334431022,0.0442736919136476,0.0523234540797653,0.0303695572630805,0.0332967435053052,0.0384193194291982,0.0197585071350162,0.0270764727405777,0.0135382363702887,0.5,0.6,0.75,0.0
5,45,403490012,T-shirt,Solid,Dark Blue,Boys Underwear & Basics,V-neck T-shirts in organic cotton jersey.,2018-09-20,0.001463593121112,0.0018294914013901,0.0021953896816682,0.000731796560556,0.000365898280278,0.000731796560556,0.0021953896816682,0.0014635931211121,0.0021953896816681,0.0054884742041709,0.0018294914013901,0.0018294914013901,0.0014635931211121,0.0010976948408341,0.0014635931211123,0.0021953896816682,0.0018294914013901,0.001097694840834,0.0010976948408341,0.000731796560556,0.0036589828027805,0.0014635931211121,0.0054884742041708,0.0014635931211121,0.0014635931211122,0.0062202707647272,0.0025612879619464,0.0010976948408341,0.000731796560556,0.0025612879619463,0.0029271862422245,0.0025612879619462,0.0007317965605561,0.000365898280278,0.0010976948408341,0.0018294914013901,0.000731796560556,0.000365898280278,0.000365898280278,0.0040248810830586,0.0025612879619462,0.0021953896816682,0.000731796560556,0.000365898280278,0.000365898280278,0.0,0.001097694840834,0.0014635931211121,0.000365898280278,0.0014635931211122,0.000731796560556,0.0,0.0010976948408342,0.0,0.0007317965605561,0.0,0.000731796560556,0.0,0.0,0.0,0.000365898280278,0.0,0.001463593121112,0.0,0.0,0.000365898280278,0.000365898280278,0.0,0.000731796560556,0.0,0.000365898280278,0.0,0.0,0.000365898280278,0.0,0.000365898280278,0.0,0.000365898280278,0.0,0.0,0.0018294914013902,0.0021953896816683,0.001463593121112,0.0021953896816682,0.000731796560556,0.0014635931211121,0.0032930845225024,0.0040248810830586,0.000365898280278,0.001463593121112,0.0007317965605561,0.0014635931211122,0.000365898280278,0.000365898280278,0.000365898280278,0.000731796560556,0.0,0.000365898280278,0.0,0.0,0.0,0.000365898280278,0.0,0.0,0.0,0.5,0.6,0.75,0.0
6,56,377436011,Other accessories,Placement print,Light Blue,Womens Small accessories,Smartphone case in transparent plastic with pressed flowers. Fits iPhone 6-8.,2018-09-20,0.000365898280278,0.001097694840834,0.000731796560556,0.0,0.0,0.001097694840834,0.0,0.000365898280278,0.0,0.000365898280278,0.0029271862422244,0.0043907793633366,0.0040248810830584,0.0047566776436148,0.0036589828027805,0.0032930845225025,0.0018294914013901,0.0018294914013901,0.0043907793633367,0.0025612879619463,0.0010976948408341,0.00182949140139,0.0029271862422244,0.0018294914013901,0.0021953896816682,0.0014635931211121,0.0010976948408341,0.000365898280278,0.001097694840834,0.000731796560556,0.0010976948408341,0.0,0.000731796560556,0.000731796560556,0.001097694840834,0.001097694840834,0.000731796560556,0.000365898280278,0.0,0.0,0.000365898280278,0.000731796560556,0.0,0.000365898280278,0.000365898280278,0.001097694840834,0.000365898280278,0.001097694840834,0.0,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.000731796560556,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.75,0.0
7,68,456163009,Hoodie,Solid,Dark Red,Womens Everyday Basics,"Wide top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem.",2018-09-20,0.0340285400658613,0.0607391145261614,0.036589828027808,0.0278082693011338,0.0168313208927914,0.0197585071350161,0.0160995243322354,0.0190267105744599,0.0157336260519572,0.2451518477863151,0.0124405415294544,0.0164654226125134,0.0139041346505668,0.005854372484449,0.0095133552872298,0.0113428466886202,0.0047566776436147,0.0080497621661175,0.0058543724844489,0.0025612879619462,0.0025612879619461,0.000731796560556,0.0029271862422245,0.0010976948408341,0.000731796560556,0.0014635931211121,0.0014635931211121,0.0014635931211121,0.0021953896816683,0.000731796560556,0.000365898280278,0.001097694840834,0.0036589828027805,0.0014635931211121,0.0025612879619461,0.0032930845225024,0.0018294914013902,0.000731796560556,0.0032930845225025,0.0047566776436147,0.0080497621661175,0.0109769484083421,0.0069520673252832,0.0157336260519572,0.0117087449688983,0.0212221002561284,0.0150018294914009,0.0032930845225023,0.0,0.000365898280278,0.000731796560556,0.0,0.000365898280278,0.000365898280278,0.0,0.0,0.0,0.0,0.0010976948408342,0.000731796560556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.0,0.0,0.0010976948408341,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.75,0.0
8,69,452516012,Trousers,Melange,Light Grey,Men Suits & Tailoring,"Suit trousers in a stretch weave containing some wool with an extended waistband with a concealed hook-and-eye fastener and zip fly with a button. Diagonal side pockets, welt back pockets and legs with creases. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette. For the matching jacket, search on 0451290.",2018-09-20,0.0021953896816682,0.0043907793633367,0.0029271862422244,0.0032930845225024,0.001097694840834,0.000731796560556,0.0014635931211121,0.0032930845225023,0.0021953896816683,0.0040248810830586,0.0018294914013902,0.0021953896816682,0.0025612879619463,0.000731796560556,0.000365898280278,0.0007317965605561,0.000365898280278,0.0007317965605561,0.000365898280278,0.0010976948408341,0.000365898280278,0.0,0.001097694840834,0.000365898280278,0.000731796560556,0.000365898280278,0.000365898280278,0.000365898280278,0.0,0.0,0.0,0.000365898280278,0.0018294914013901,0.0010976948408341,0.0010976948408342,0.0007317965605561,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.0,0.0,0.0,0.0,0.000365898280278,0.0007317965605561,0.0018294914013901,0.0007317965605561,0.001097694840834,0.001097694840834,0.000365898280278,0.0,0.000731796560556,0.000365898280278,0.000731796560556,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.75,0.0
9,75,326885016,Trousers,Melange,Dark Grey,Boys Underwear & Basics,"Joggers in lightweight jersey made from a cotton blend with a ribbed, elasticated waistband, pockets in the side seams and ribbed hems. The cotton content of the joggers is organic.",2018-09-20,0.0,0.0018294914013901,0.0,0.000365898280278,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021953896816682,0.0014635931211121,0.000731796560556,0.0,0.0,0.000731796560556,0.0014635931211121,0.001463593121112,0.0025612879619461,0.0021953896816682,0.001097694840834,0.000731796560556,0.0043907793633365,0.0032930845225024,0.0025612879619465,0.0018294914013902,0.0010976948408341,0.001097694840834,0.0014635931211122,0.0029271862422242,0.000731796560556,0.0,0.000731796560556,0.000365898280278,0.000731796560556,0.0,0.000731796560556,0.000365898280278,0.0018294914013901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001097694840834,0.000365898280278,0.000365898280278,0.0,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.000365898280278,0.0,0.000365898280278,0.0,0.0,0.000365898280278,0.0,0.0,0.000365898280278,0.0,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.000731796560556,0.0010976948408341,0.005488474204171,0.0,0.000365898280278,0.0,0.000731796560556,0.000365898280278,0.0,0.0,0.000365898280278,0.0,0.0,0.000365898280278,0.000365898280278,0.0,0.0,0.0,0.0,0.0,0.0,0.000365898280278,0.000365898280278,0.0007317965605561,0.000365898280278,0.0,0.0,0.5,0.6,0.75,0.0
