,date,sweater,Hoodie,Straw hat,Bra,T-shirt,Other accessories,Trousers,Underwear Tights,Leggings/Tights,Bikini top,Blazer,Umbrella,Coat,Tailored Waistcoat,Sandals,Blouse,Cap/peaked,Hat/brim,Jumpsuit/Playsuit,Night gown,Unknown,Robe,Scarf,Sneakers,Underwear body,Light Beige,Light Orange,Black,Off White,Dark Blue,Light Blue,Dark Red,Light Grey,Dark Grey,Greenish Khaki,Light Pink,Gold,Blue,Beige,Dark Pink,White,Pink,Grey,Transparent,Red,Greyish Beige,Dark Orange,Silver,Yellowish Brown,Sunglasses,Socks,Hair clip,Gloves,Green,Dark Yellow,Yellow,Dark Beige,Other Red,Dark Green,Dark Purple,Other,Light Yellow,Melange,Solid,Placement print,Denim,All over pattern,Stripe,Treatment,Glittering/Metallic,Metallic,Contrast,Other pattern,Other structure,Dot,Transparent,Lace,Colour blocking,Chambray,Underwear bottom,Skirt,Shorts,Vest top,Hair/alice band,Earring,Top,Hat/beanie,Dress,Cardigan,Ballerinas,Shirt,Hair string,Swimsuit,Jacket,Bag,Watch,Belt,Polo shirt,Swimwear bottom,Ring,Tie,Necklace,Felt hat,Costumes,Dungarees,Bodysuit,Kids Underwear top
0,2017-09-24,0.03272727272727273,0.07636363636363637,0.0016363636363636365,0.09818181818181819,0.30000000000000004,0.05625000000000001,0.24750000000000003,0.07125000000000001,0.045000000000000005,0.09191489361702129,0.025531914893617023,0.03574468085106383,0.08936170212765959,0.030000000000000002,0.06461538461538463,0.0006923076923076924,0.15461538461538463,0.15272727272727274,0.015272727272727276,0.004363636363636365,0.024000000000000004,0.03384615384615385,0.04,0.11384615384615386,0.07076923076923078,0.036923076923076927,0.06461538461538463,0.0027692307692307695,0.7015384615384616,0.43333333333333346,0.43333333333333346,0.5800000000000001,0.22000000000000003,0.21913043478260874,0.2765217391304348,0.22434782608695655,0.052173913043478265,0.46,0.04,0.23,0.78,0.22000000000000003,0.22000000000000003,0.026666666666666672,0.5800000000000001,0.03348837209302326,0.06697674418604652,0.17581395348837214,0.1674418604651163,0.05353846153846155,0.08861538461538462,0.003692307692307693,0.06830769230769232,0.2765217391304348,0.26086956521739135,0.26086956521739135,0.036521739130434785,0.5800000000000001,0.2733333333333334,0.09333333333333337,0.0020000000000000005,0.26709677419354844,0.05419354838709678,0.04645161290322581,0.015483870967741937,0.047671232876712336,0.11013698630136987,0.014794520547945205,0.0004931506849315068,0.03123287671232877,0.01643835616438356,0.01315068493150685,0.11013698630136987,0.0003600000000000001,0.016800000000000002,0.0276,0.066,0.0003600000000000001,0.0003600000000000001,0.07322033898305086,0.14237288135593223,0.07728813559322034,0.0006101694915254238,0.0014814814814814816,0.06962962962962964,0.08,0.011851851851851853,0.7476923076923077,0.036923076923076927,0.0027692307692307695,0.4061538461538462,0.0015,0.01,0.295,0.33,0.3514285714285715,0.06857142857142857,0.025714285714285717,0.060000000000000005,0.2,0.05846153846153846,0.08923076923076924,0.15384615384615385,0.34285714285714286,0.017142857142857144,0.025714285714285717,0.06857142857142857
1,2017-10-01,0.038181818181818185,0.08727272727272728,0.0016363636363636365,0.09818181818181819,0.2890909090909091,0.05625000000000001,0.2625,0.07500000000000001,0.04875,0.08936170212765959,0.028085106382978724,0.03829787234042553,0.0995744680851064,0.032307692307692315,0.055384615384615386,0.0006923076923076924,0.15692307692307694,0.15709090909090911,0.01745454545454546,0.004363636363636365,0.024000000000000004,0.03384615384615385,0.04307692307692308,0.10461538461538462,0.07384615384615385,0.036923076923076927,0.07384615384615385,0.0027692307692307695,0.6923076923076924,0.43333333333333346,0.43333333333333346,0.5466666666666667,0.22000000000000003,0.21913043478260874,0.26608695652173914,0.2295652173913044,0.0573913043478261,0.46,0.04,0.24000000000000002,0.73,0.23333333333333336,0.22000000000000003,0.026666666666666672,0.5466666666666667,0.03348837209302326,0.06976744186046513,0.17860465116279073,0.1618604651162791,0.0516923076923077,0.09046153846153848,0.003692307692307693,0.07200000000000001,0.26608695652173914,0.2504347826086957,0.2504347826086957,0.031304347826086966,0.5466666666666667,0.2666666666666667,0.08666666666666668,0.0020000000000000005,0.2632258064516129,0.0503225806451613,0.0503225806451613,0.015483870967741937,0.04602739726027398,0.10849315068493151,0.014794520547945205,0.0004931506849315068,0.02958904109589041,0.01808219178082192,0.01315068493150685,0.10849315068493151,0.0003600000000000001,0.016800000000000002,0.026400000000000003,0.0636,0.0003600000000000001,0.0003600000000000001,0.0752542372881356,0.14033898305084747,0.07322033898305086,0.0006101694915254238,0.0014814814814814816,0.07111111111111111,0.08444444444444445,0.013333333333333334,0.7200000000000001,0.036923076923076927,0.0027692307692307695,0.4061538461538462,0.0015,0.005,0.33,0.34500000000000003,0.3342857142857143,0.07714285714285715,0.025714285714285717,0.060000000000000005,0.19384615384615386,0.055384615384615386,0.09230769230769231,0.15692307692307694,0.4714285714285715,0.017142857142857144,0.025714285714285717,0.06857142857142857
2,2017-10-08,0.038181818181818185,0.08727272727272728,0.0016363636363636365,0.1090909090909091,0.2781818181818182,0.05625000000000001,0.24750000000000003,0.07125000000000001,0.04875,0.08936170212765959,0.028085106382978724,0.04085106382978724,0.10723404255319151,0.032307692307692315,0.057692307692307696,0.0016363636363636365,0.16384615384615386,0.16363636363636366,0.01745454545454546,0.004363636363636365,0.024000000000000004,0.036923076923076927,0.046153846153846156,0.11692307692307692,0.07076923076923078,0.036923076923076927,0.07384615384615385,0.0027692307692307695,0.7200000000000001,0.44000000000000006,0.44000000000000006,0.5666666666666668,0.24000000000000002,0.24000000000000002,0.2817391304347826,0.2504347826086957,0.06260869565217393,0.47,0.04,0.26,0.7500000000000001,0.2533333333333334,0.24000000000000002,0.026666666666666672,0.5666666666666668,0.03348837209302326,0.06976744186046513,0.18418604651162795,0.17581395348837214,0.0516923076923077,0.09046153846153848,0.003692307692307693,0.07200000000000001,0.2817391304347826,0.26086956521739135,0.26086956521739135,0.031304347826086966,0.5666666666666668,0.28,0.09333333333333337,0.0020000000000000005,0.2709677419354839,0.0503225806451613,0.05419354838709678,0.015483870967741937,0.04438356164383562,0.12000000000000001,0.01643835616438356,0.0004931506849315068,0.03123287671232877,0.01808219178082192,0.01315068493150685,0.12000000000000001,0.0003600000000000001,0.016800000000000002,0.025200000000000004,0.0636,0.0003600000000000001,0.0003600000000000001,0.07322033898305086,0.13423728813559324,0.0752542372881356,0.0006101694915254238,0.0014814814814814816,0.07111111111111111,0.08444444444444445,0.013333333333333334,0.7846153846153847,0.036923076923076927,0.0027692307692307695,0.4153846153846154,0.0015,0.01,0.33,0.335,0.34285714285714286,0.07714285714285715,0.025714285714285717,0.060000000000000005,0.20923076923076925,0.05846153846153846,0.08923076923076924,0.1630769230769231,0.5228571428571429,0.017142857142857144,0.025714285714285717,0.06857142857142857
3,2017-10-15,0.04363636363636364,0.08727272727272728,0.0016363636363636365,0.09272727272727274,0.26181818181818184,0.05625000000000001,0.25875000000000004,0.07500000000000001,0.04875,0.09446808510638298,0.028085106382978724,0.043404255319148946,0.11489361702127661,0.030000000000000002,0.057692307692307696,0.0006923076923076924,0.1753846153846154,0.17454545454545456,0.01745454545454546,0.004363636363636365,0.02181818181818182,0.036923076923076927,0.04923076923076924,0.11076923076923077,0.07692307692307693,0.036923076923076927,0.07384615384615385,0.0027692307692307695,0.7200000000000001,0.44000000000000006,0.44000000000000006,0.6133333333333335,0.21333333333333337,0.2139130434782609,0.2817391304347826,0.23478260869565223,0.0573913043478261,0.46,0.04,0.25,0.76,0.23333333333333336,0.21333333333333337,0.026666666666666672,0.6133333333333335,0.03348837209302326,0.07534883720930233,0.17860465116279073,0.17023255813953492,0.05353846153846155,0.09230769230769231,0.003692307692307693,0.0756923076923077,0.2817391304347826,0.26086956521739135,0.26086956521739135,0.031304347826086966,0.6133333333333335,0.2866666666666667,0.09333333333333337,0.0020000000000000005,0.2825806451612904,0.05419354838709678,0.0503225806451613,0.015483870967741937,0.042739726027397264,0.12000000000000001,0.01643835616438356,0.0004931506849315068,0.03287671232876712,0.01808219178082192,0.01315068493150685,0.12000000000000001,0.0003600000000000001,0.020400000000000005,0.025200000000000004,0.06480000000000001,0.0003600000000000001,0.0003600000000000001,0.0752542372881356,0.14644067796610172,0.07118644067796612,0.0006101694915254238,0.0014814814814814816,0.0725925925925926,0.0874074074074074,0.013333333333333334,0.7753846153846154,0.036923076923076927,0.0027692307692307695,0.4338461538461539,0.0015,0.01,0.325,0.325,0.3514285714285715,0.07714285714285715,0.025714285714285717,0.060000000000000005,0.2061538461538462,0.055384615384615386,0.08923076923076924,0.1753846153846154,0.6171428571428572,0.017142857142857144,0.017142857142857144,0.07714285714285715
4,2017-10-22,0.049090909090909095,0.08727272727272728,0.0016363636363636365,0.09272727272727274,0.26181818181818184,0.05625000000000001,0.25125000000000003,0.07125000000000001,0.052500000000000005,0.08680851063829789,0.028085106382978724,0.04085106382978724,0.12000000000000001,0.032307692307692315,0.05307692307692308,0.0016363636363636365,0.18692307692307691,0.18545454545454548,0.01745454545454546,0.004363636363636365,0.02181818181818182,0.036923076923076927,0.055384615384615386,0.10769230769230771,0.07384615384615385,0.036923076923076927,0.07384615384615385,0.0027692307692307695,0.6830769230769231,0.40666666666666673,0.40666666666666673,0.5400000000000001,0.21333333333333337,0.2139130434782609,0.26608695652173914,0.1982608695652174,0.0573913043478261,0.41,0.04,0.22,0.7200000000000001,0.20000000000000004,0.21333333333333337,0.026666666666666672,0.5400000000000001,0.030697674418604656,0.06976744186046513,0.17581395348837214,0.1674418604651163,0.04984615384615386,0.09230769230769231,0.0018461538461538465,0.08492307692307693,0.26608695652173914,0.23478260869565223,0.23478260869565223,0.031304347826086966,0.5400000000000001,0.2666666666666667,0.09333333333333337,0.0020000000000000005,0.2516129032258065,0.0503225806451613,0.05419354838709678,0.015483870967741937,0.04438356164383562,0.1167123287671233,0.014794520547945205,0.0004931506849315068,0.03616438356164384,0.01808219178082192,0.011506849315068495,0.1167123287671233,0.0003600000000000001,0.016800000000000002,0.025200000000000004,0.06720000000000001,0.0003600000000000001,0.0003600000000000001,0.07322033898305086,0.14847457627118646,0.06915254237288136,0.0006101694915254238,0.0014814814814814816,0.07111111111111111,0.08296296296296297,0.0162962962962963,0.793846153846154,0.036923076923076927,0.0027692307692307695,0.4338461538461539,0.0015,0.01,0.36000000000000004,0.31500000000000006,0.34285714285714286,0.07714285714285715,0.025714285714285717,0.060000000000000005,0.2061538461538462,0.05846153846153846,0.09230769230769231,0.18461538461538463,0.8571428571428572,0.017142857142857144,0.025714285714285717,0.06857142857142857
5,2017-10-29,0.05454545454545455,0.09272727272727274,0.0016363636363636365,0.09818181818181819,0.24545454545454548,0.05625000000000001,0.25875000000000004,0.07125000000000001,0.04875,0.08680851063829789,0.028085106382978724,0.03574468085106383,0.13787234042553193,0.032307692307692315,0.050769230769230775,0.0016363636363636365,0.19615384615384618,0.19636363636363638,0.015272727272727276,0.004363636363636365,0.024000000000000004,0.036923076923076927,0.06153846153846154,0.11076923076923077,0.07076923076923078,0.036923076923076927,0.06461538461538463,0.0027692307692307695,0.6646153846153846,0.4000000000000001,0.4000000000000001,0.5333333333333334,0.22000000000000003,0.21913043478260874,0.2504347826086957,0.19304347826086957,0.052173913043478265,0.4,0.04,0.2,0.7100000000000001,0.19333333333333338,0.22000000000000003,0.026666666666666672,0.5333333333333334,0.03348837209302326,0.06697674418604652,0.17860465116279073,0.15348837209302327,0.046153846153846156,0.1033846153846154,0.0018461538461538465,0.08123076923076925,0.2504347826086957,0.24000000000000002,0.24000000000000002,0.031304347826086966,0.5333333333333334,0.2533333333333334,0.08666666666666668,0.0020000000000000005,0.2516129032258065,0.04258064516129033,0.0503225806451613,0.015483870967741937,0.042739726027397264,0.1232876712328767,0.014794520547945205,0.0004931506849315068,0.03452054794520548,0.01643835616438356,0.009863013698630137,0.1232876712328767,0.0003600000000000001,0.016800000000000002,0.025200000000000004,0.060000000000000005,0.0003600000000000001,0.0016363636363636365,0.07118644067796612,0.13627118644067798,0.06305084745762712,0.0006101694915254238,0.0014814814814814816,0.07111111111111111,0.08444444444444445,0.020740740740740744,0.7476923076923077,0.036923076923076927,0.0027692307692307695,0.4061538461538462,0.0015,0.01,0.39499999999999996,0.33,0.31714285714285717,0.06857142857142857,0.025714285714285717,0.051428571428571435,0.2123076923076923,0.05846153846153846,0.08923076923076924,0.19692307692307695,0.5057142857142858,0.017142857142857144,0.017142857142857144,0.06857142857142857
6,2017-11-05,0.06545454545454546,0.10363636363636365,0.0016363636363636365,0.09272727272727274,0.2672727272727273,0.060000000000000005,0.255,0.07500000000000001,0.052500000000000005,0.08170212765957448,0.03063829787234043,0.03319148936170213,0.16851063829787236,0.03461538461538462,0.05307692307692308,0.0016363636363636365,0.18000000000000002,0.17890909090909096,0.01745454545454546,0.004363636363636365,0.024000000000000004,0.036923076923076927,0.0676923076923077,0.1353846153846154,0.07692307692307693,0.036923076923076927,0.06461538461538463,0.0027692307692307695,0.7107692307692307,0.44000000000000006,0.44000000000000006,0.5866666666666668,0.24666666666666673,0.24521739130434786,0.26608695652173914,0.20347826086956525,0.06260869565217393,0.45000000000000007,0.030000000000000002,0.21000000000000002,0.74,0.20000000000000004,0.24666666666666673,0.026666666666666672,0.5866666666666668,0.03348837209302326,0.06697674418604652,0.18418604651162795,0.1674418604651163,0.04800000000000001,0.11815384615384618,0.0018461538461538465,0.09969230769230772,0.26608695652173914,0.24521739130434786,0.24521739130434786,0.031304347826086966,0.5866666666666668,0.2666666666666667,0.08666666666666668,0.0020000000000000005,0.255483870967742,0.04645161290322581,0.0503225806451613,0.015483870967741937,0.042739726027397264,0.13643835616438357,0.014794520547945205,0.0004931506849315068,0.03780821917808219,0.01643835616438356,0.011506849315068495,0.13643835616438357,0.0003600000000000001,0.016800000000000002,0.025200000000000004,0.062400000000000004,0.0003600000000000001,0.0003600000000000001,0.07728813559322034,0.14033898305084747,0.06305084745762712,0.0006101694915254238,0.0014814814814814816,0.07851851851851853,0.08888888888888889,0.01925925925925926,0.8030769230769231,0.036923076923076927,0.0027692307692307695,0.4246153846153846,0.0015,0.01,0.42000000000000004,0.335,0.37714285714285717,0.07714285714285715,0.025714285714285717,0.060000000000000005,0.21538461538461542,0.055384615384615386,0.09846153846153848,0.17846153846153848,0.10285714285714287,0.017142857142857144,0.017142857142857144,0.07714285714285715
7,2017-11-12,0.07090909090909092,0.10363636363636365,0.0016363636363636365,0.08727272727272728,0.2563636363636364,0.060000000000000005,0.2625,0.07500000000000001,0.04875,0.08425531914893618,0.03063829787234043,0.03319148936170213,0.15829787234042555,0.032307692307692315,0.050769230769230775,0.0016363636363636365,0.18000000000000002,0.17890909090909096,0.01745454545454546,0.004363636363636365,0.02181818181818182,0.036923076923076927,0.07384615384615385,0.12923076923076926,0.07384615384615385,0.027692307692307693,0.06461538461538463,0.0027692307692307695,0.7200000000000001,0.42000000000000004,0.42000000000000004,0.56,0.23333333333333336,0.23478260869565223,0.2765217391304348,0.2139130434782609,0.06782608695652174,0.44,0.030000000000000002,0.23,0.78,0.21333333333333337,0.23333333333333336,0.026666666666666672,0.56,0.030697674418604656,0.06418604651162792,0.18418604651162795,0.1674418604651163,0.04800000000000001,0.12184615384615387,0.0018461538461538465,0.09784615384615386,0.2765217391304348,0.24000000000000002,0.24000000000000002,0.031304347826086966,0.56,0.28,0.08666666666666668,0.0020000000000000005,0.255483870967742,0.04645161290322581,0.0503225806451613,0.015483870967741937,0.04109589041095891,0.13315068493150686,0.014794520547945205,0.0004931506849315068,0.03780821917808219,0.01808219178082192,0.011506849315068495,0.13315068493150686,0.0003600000000000001,0.016800000000000002,0.026400000000000003,0.062400000000000004,0.0003600000000000001,0.0016363636363636365,0.0752542372881356,0.14440677966101695,0.06305084745762712,0.0006101694915254238,0.0014814814814814816,0.07851851851851853,0.08296296296296297,0.01925925925925926,0.756923076923077,0.036923076923076927,0.0027692307692307695,0.4061538461538462,0.0015,0.01,0.4,0.34500000000000003,0.42000000000000004,0.07714285714285715,0.025714285714285717,0.060000000000000005,0.21846153846153848,0.055384615384615386,0.09538461538461539,0.17846153846153848,0.09428571428571429,0.017142857142857144,0.017142857142857144,0.07714285714285715
8,2017-11-19,0.08181818181818183,0.1090909090909091,0.0016363636363636365,0.09272727272727274,0.2672727272727273,0.06375,0.27,0.07875000000000001,0.052500000000000005,0.08425531914893618,0.03063829787234043,0.03319148936170213,0.16595744680851066,0.03461538461538462,0.057692307692307696,0.0016363636363636365,0.1730769230769231,0.17454545454545456,0.015272727272727276,0.004363636363636365,0.01963636363636364,0.04307692307692308,0.07384615384615385,0.16615384615384615,0.07692307692307693,0.036923076923076927,0.06461538461538463,0.009230769230769232,0.7015384615384616,0.42000000000000004,0.42000000000000004,0.56,0.23333333333333336,0.2295652173913044,0.2556521739130435,0.21913043478260874,0.06260869565217393,0.43,0.04,0.23,0.76,0.22000000000000003,0.23333333333333336,0.026666666666666672,0.56,0.03348837209302326,0.06139534883720931,0.18976744186046515,0.1618604651162791,0.0516923076923077,0.11630769230769233,0.0018461538461538465,0.10153846153846155,0.2556521739130435,0.23478260869565223,0.23478260869565223,0.031304347826086966,0.56,0.2533333333333334,0.08000000000000002,0.0020000000000000005,0.2516129032258065,0.04645161290322581,0.04645161290322581,0.015483870967741937,0.04109589041095891,0.1167123287671233,0.019726027397260273,0.0004931506849315068,0.03780821917808219,0.01808219178082192,0.009863013698630137,0.1167123287671233,0.0003600000000000001,0.015600000000000001,0.025200000000000004,0.0636,0.0003600000000000001,0.0003600000000000001,0.0793220338983051,0.14847457627118646,0.06711864406779662,0.0006101694915254238,0.0014814814814814816,0.0874074074074074,0.08296296296296297,0.020740740740740744,0.7753846153846154,0.036923076923076927,0.0027692307692307695,0.4246153846153846,0.0015,0.01,0.425,0.365,0.44571428571428573,0.07714285714285715,0.025714285714285717,0.060000000000000005,0.21846153846153848,0.055384615384615386,0.10769230769230771,0.17230769230769233,0.08571428571428572,0.017142857142857144,0.017142857142857144,0.07714285714285715
9,2017-11-26,0.09818181818181819,0.1090909090909091,0.0016363636363636365,0.09272727272727274,0.2836363636363637,0.06375,0.27,0.07875000000000001,0.052500000000000005,0.08425531914893618,0.03063829787234043,0.03319148936170213,0.16085106382978726,0.03461538461538462,0.055384615384615386,0.0016363636363636365,0.19153846153846155,0.19200000000000003,0.01745454545454546,0.004363636363636365,0.024000000000000004,0.04307692307692308,0.08,0.1507692307692308,0.08,0.036923076923076927,0.06461538461538463,0.0027692307692307695,0.6461538461538463,0.40666666666666673,0.40666666666666673,0.5533333333333335,0.20666666666666672,0.20869565217391306,0.2504347826086957,0.1982608695652174,0.06260869565217393,0.42000000000000004,0.04,0.21000000000000002,0.6900000000000001,0.20000000000000004,0.20666666666666672,0.026666666666666672,0.5533333333333335,0.03348837209302326,0.06139534883720931,0.19534883720930235,0.15069767441860465,0.04984615384615386,0.1310769230769231,0.003692307692307693,0.11261538461538463,0.2504347826086957,0.22434782608695655,0.22434782608695655,0.036521739130434785,0.5533333333333335,0.2533333333333334,0.08666666666666668,0.0020000000000000005,0.24000000000000002,0.04258064516129033,0.0503225806451613,0.015483870967741937,0.03945205479452055,0.11506849315068493,0.014794520547945205,0.0004931506849315068,0.03945205479452055,0.01808219178082192,0.00821917808219178,0.11506849315068493,0.0003600000000000001,0.016800000000000002,0.026400000000000003,0.0636,0.0003600000000000001,0.0003600000000000001,0.08135593220338984,0.14847457627118646,0.06711864406779662,0.0006101694915254238,0.0014814814814814816,0.08444444444444445,0.08444444444444445,0.022222222222222223,0.7476923076923077,0.036923076923076927,0.0027692307692307695,0.4153846153846154,0.0015,0.01,0.39499999999999996,0.34500000000000003,0.4028571428571429,0.07714285714285715,0.025714285714285717,0.060000000000000005,0.24307692307692308,0.05846153846153846,0.11692307692307692,0.19076923076923077,0.08571428571428572,0.017142857142857144,0.017142857142857144,0.07714285714285715
